nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,films_tv_participated,tconst_x,averageRating,numVotes,tconst_y,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt1720183,tt1720183,6.9,120,tt1720183,movie,At River's Edge,Ogawa no hotori,0,2011,\N,104,Drama
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt21211474,tt21211474,4.9,485,tt21211474,movie,In Love and Deep Water,Kureiji Kuruzu,0,2023,\N,125,"Comedy,Mystery,Romance"
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt2215676,tt2215676,6.3,196,tt2215676,movie,The Warped Forest,Asatte no mori,0,2011,\N,82,"Comedy,Fantasy"
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt2735996,tt2735996,6.1,1593,tt2735996,movie,Endless Night,Nadie quiere la noche,0,2015,\N,104,Drama
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt27849424,tt27849424,6.5,29,tt27849424,movie,"658km, Yoko no Tabi","658km, Yoko no Tabi",0,2023,\N,113,Drama
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt3263614,tt3263614,6.6,12286,tt3263614,movie,"Kumiko, The Treasure Hunter","Kumiko, the Treasure Hunter",0,2014,\N,105,Drama
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt3273932,tt3273932,5.9,231,tt3273932,movie,Last Summer,Last Summer,0,2014,\N,94,Drama
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt4370540,tt4370540,5.9,30,tt4370540,movie,Dear Deer,Diâ diâ,0,2015,\N,106,"Comedy,Family"
nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt0844286,tt1663662,tt0449467,tt3263614",tt4433646,tt4433646,4.8,3269,tt4433646,movie,Terra Formars,Terra Formars,0,2016,\N,108,"Action,Horror,Sci-Fi"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt0816462,tt0816462,5.1,102004,tt0816462,movie,Conan the Barbarian,Conan the Barbarian,0,2011,\N,113,"Action,Adventure,Fantasy"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt0974015,tt0974015,6.1,472640,tt0974015,movie,Justice League,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt10731768,tt10731768,5.5,34600,tt10731768,movie,Sweet Girl,Sweet Girl,0,2021,\N,110,"Action,Drama,Thriller"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt1308729,tt1308729,5.7,51922,tt1308729,movie,Bullet to the Head,Bullet to the Head,0,2012,\N,92,"Action,Crime,Thriller"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt13320662,tt13320662,6.7,29572,tt13320662,movie,Slumberland,Slumberland,0,2022,\N,117,"Adventure,Comedy,Drama"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt1477834,tt1477834,6.8,506797,tt1477834,movie,Aquaman,Aquaman,0,2018,\N,143,"Action,Adventure,Fantasy"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt2386285,tt2386285,6.0,5427,tt2386285,movie,Road to Paloma,Road to Paloma,0,2014,\N,91,"Drama,Thriller"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt2769184,tt2769184,4.3,2961,tt2769184,movie,Debug,Debug,0,2014,\N,86,"Horror,Sci-Fi"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt3553378,tt3553378,5.5,4210,tt3553378,movie,Sugar Mountain,Sugar Mountain,0,2016,\N,106,"Drama,Thriller"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt4334266,tt4334266,5.2,34824,tt4334266,movie,The Bad Batch,The Bad Batch,0,2016,\N,118,"Action,Horror,Mystery"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt4694544,tt4694544,5.3,20665,tt4694544,movie,Once Upon a Time in Venice,Once Upon a Time in Venice,0,2017,\N,94,"Action,Adventure,Comedy"
nm0597388,Jason Momoa,1979,\N,"actor,producer,writer","tt5433140,tt0974015,tt1477834,tt4334266",tt5001754,tt5001754,5.9,41523,tt5001754,movie,Braven,Braven,0,2018,\N,94,"Action,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0080322,tt0080322,7.9,1132,tt0080322,movie,Aakrosh,Aakrosh,0,1980,\N,144,"Crime,Drama,Music"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0080435,tt0080435,7.1,146,tt0080435,movie,Bhavni Bhavai,Bhavni Bhavai,0,1981,\N,135,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0083575,tt0083575,7.7,85,tt0083575,movie,Arohan,Arohan,0,1983,\N,144,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0085178,tt0085178,8.1,1969,tt0085178,movie,Ardh Satya,Ardh Satya,0,1983,\N,130,"Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0088837,tt0088837,8.2,57,tt0088837,movie,"Hamara Shahar - Bombay, Our City","Hamara Shahar - Bombay, Our City",0,1985,\N,82,Documentary
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0089599,tt0089599,7.7,1527,tt0089599,movie,Mirch Masala,Mirch Masala,0,1986,\N,128,"Drama,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0089678,tt0089678,7.9,204,tt0089678,movie,New Delhi Times,New Delhi Times,0,1986,\N,123,"Drama,Mystery"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0091105,tt0091105,7.0,138,tt0091105,movie,Genesis,Genesis,0,1986,\N,105,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0094081,tt0094081,7.2,37,tt0094081,movie,Susman,Susman,0,1987,\N,140,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0102831,tt0102831,6.2,138,tt0102831,movie,Sam & Me,Sam & Me,0,1991,\N,94,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0103689,tt0103689,6.7,357,tt0103689,movie,Angaar,Angaar,0,1992,\N,176,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0103976,tt0103976,6.5,5547,tt0103976,movie,City of Joy,City of Joy,0,1992,\N,132,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0104274,tt0104274,6.8,25,tt0104274,movie,The Burning Season,The Burning Season,0,1993,\N,104,\N
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0107199,tt0107199,7.1,391,tt0107199,movie,In Custody,In Custody,0,1994,\N,126,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0110794,tt0110794,7.3,29,tt0110794,movie,Patang,Patang,0,1993,\N,100,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0112586,tt0112586,6.5,144,tt0112586,movie,Brothers in Trouble,Brothers in Trouble,0,1995,\N,102,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0116950,tt0116950,7.7,2406,tt0116950,movie,Maachis,Maachis,0,1996,\N,160,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0119743,tt0119743,6.8,1653,tt0119743,movie,My Son the Fanatic,My Son the Fanatic,0,1997,\N,87,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0120848,tt0120848,7.2,486,tt0120848,movie,Such a Long Journey,Such a Long Journey,0,1998,\N,113,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0134580,tt0134580,7.6,44,tt0134580,movie,Chokh,Chokh,0,1983,\N,98,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0155499,tt0155499,7.9,130,tt0155499,movie,Antarnaad,Antarnaad,0,1991,\N,160,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0157518,tt0157518,7.7,30,tt0157518,movie,Debshishu,Debshishu,0,1987,\N,100,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0166175,tt0166175,6.9,19871,tt0166175,movie,East Is East,East Is East,0,1999,\N,96,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0177490,tt0177490,7.7,161,tt0177490,movie,Aghaat,Aghaat,0,1985,\N,138,"Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0178392,tt0178392,7.8,457,tt0178392,movie,Droh Kaal,Droh Kaal,0,1994,\N,162,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0208903,tt0208903,6.4,1640,tt0208903,movie,Disco Dancer,Disco Dancer,0,1982,\N,135,"Drama,Musical,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0210609,tt0210609,6.5,1770,tt0210609,movie,China Gate,China Gate,0,1998,\N,175,"Action,Adventure,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0218533,tt0218533,6.7,2590,tt0218533,movie,Pukar,Pukar,0,2000,\N,176,"Action,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0220597,tt0220597,5.3,873,tt0220597,movie,Khoobsurat,Khoobsurat,0,1999,\N,149,"Action,Comedy,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0229193,tt0229193,6.4,210,tt0229193,movie,Aastha: In the Prison of Spring,Aastha: In the Prison of Spring,0,1997,\N,132,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0231001,tt0231001,6.8,4339,tt0231001,movie,The Zookeeper,The Zookeeper,0,2001,\N,108,"Drama,War"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0233422,tt0233422,7.4,13562,tt0233422,movie,Chachi 420,Chachi 420,0,1997,\N,155,"Comedy,Drama,Family"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0247992,tt0247992,5.1,3764,tt0247992,movie,Dulhan Hum Le Jayenge,Dulhan Hum Le Jayenge,0,2000,\N,158,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0249359,tt0249359,8.1,66,tt0249359,movie,Ankuram,Ankuram,0,1993,\N,131,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0253194,tt0253194,5.1,1059,tt0253194,movie,Kunwara,Kunwara,0,2000,\N,134,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0255309,tt0255309,6.1,1125,tt0255309,movie,Kurukshetra,Kurukshetra,0,2000,\N,129,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0260928,tt0260928,7.0,76,tt0260928,movie,Giddh: The Vulture,Giddh: The Vulture,0,1984,\N,103,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0262625,tt0262625,6.4,32,tt0262625,movie,My Little Devil,Bas Yaari Rakho,0,2000,\N,88,"Comedy,Drama,Family"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0264210,tt0264210,4.4,323,tt0264210,movie,Zor: Never Underestimate the Force,Zor: Never Underestimate the Force,0,1998,\N,157,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0266875,tt0266875,7.1,1268,tt0266875,movie,Raat,Raat,0,1992,\N,127,Horror
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0273513,tt0273513,7.2,63,tt0273513,movie,Current,Current,0,1992,\N,119,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0274019,tt0274019,3.9,401,tt0274019,movie,Pyaar Diwana Hota Hai,Pyaar Diwana Hota Hai,0,2002,\N,148,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0282771,tt0282771,5.8,474,tt0282771,movie,The Mystic Masseur,The Mystic Masseur,0,2001,\N,117,"Biography,Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0301179,tt0301179,4.6,474,tt0301179,movie,Deewaanapan,Deewaanapan,0,2001,\N,153,"Action,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0303733,tt0303733,6.3,400,tt0303733,movie,Bollywood Calling,Bollywood Calling,0,2001,\N,101,"Comedy,Drama,Music"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0308513,tt0308513,8.7,89,tt0308513,movie,Long Da Lishkara,Long Da Lishkara,0,1983,\N,143,"Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0312445,tt0312445,3.7,32,tt0312445,movie,Bekaraar,Bekaraar,0,1983,\N,121,"Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0315777,tt0315777,6.5,70,tt0315777,movie,Ansh: The Deadly Part,Ansh: The Deadly Part,0,2002,\N,180,"Crime,Drama,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0323013,tt0323013,7.8,24937,tt0323013,movie,Lakshya,Lakshya,0,2004,\N,186,"Action,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0345061,tt0345061,6.1,20991,tt0345061,movie,Code 46,Code 46,0,2003,\N,93,"Drama,Romance,Sci-Fi"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0349703,tt0349703,4.3,1883,tt0349703,movie,Kyun! Ho Gaya Na...,Kyun! Ho Gaya Na...,0,2004,\N,165,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0364303,tt0364303,6.7,1468,tt0364303,movie,Dev,Dev,0,2004,\N,172,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0366939,tt0366939,7.0,44,tt0366939,movie,Raavan,Raavan,0,1984,\N,128,"Drama,Family"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0378157,tt0378157,5.7,61,tt0378157,movie,Kagaar: Life on the Edge,Kagaar: Life on the Edge,0,2003,\N,150,"Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0387164,tt0387164,7.5,273,tt0387164,movie,Dhoop,Dhoop,0,2003,\N,126,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0388181,tt0388181,5.2,112,tt0388181,movie,King of Bollywood,King of Bollywood,0,2004,\N,116,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0417735,tt0417735,7.0,68,tt0417735,movie,The Hangman,The Hangman,0,2005,\N,106,"Crime,Drama,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0431315,tt0431315,4.7,26,tt0431315,movie,Paththar,Paththar,0,1985,\N,109,Crime
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0432385,tt0432385,5.3,49,tt0432385,movie,AK 47,AK 47,0,2004,\N,125,"Action,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0452878,tt0452878,7.4,90,tt0452878,movie,Triyacharitra,Triyacharitra,0,1994,\N,120,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0464160,tt0464160,6.9,12344,tt0464160,movie,Chup Chup Ke,Chup Chup Ke,0,2006,\N,164,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0476805,tt0476805,7.0,7600,tt0476805,movie,Malamaal Weekly,Malamaal Weekly,0,2006,\N,137,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt0486615,tt0486615,5.4,4913,tt0486615,movie,London Dreams,London Dreams,0,2009,\N,146,"Drama,Music"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1105733,tt1105733,5.3,5960,tt1105733,movie,Kismat Konnection,Kismat Konnection,0,2008,\N,153,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1146325,tt1146325,5.7,16212,tt1146325,movie,Singh Is King,Singh Is Kinng,0,2008,\N,135,"Action,Comedy,Crime"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1170404,tt1170404,5.5,2467,tt1170404,movie,Mere Baap Pehle Aap,Mere Baap Pehle Aap,0,2008,\N,163,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1202528,tt1202528,5.0,50,tt1202528,movie,"Lovesongs: Yesterday, Today & Tomorrow","Lovesongs: Yesterday, Today & Tomorrow",0,2008,\N,91,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt12214542,tt12214542,4.8,8,tt12214542,movie,Luv Kush - The amazing twins,Luv Kush - The amazing twins,0,2007,\N,57,"Animation,History"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1230448,tt1230448,6.4,13013,tt1230448,movie,Billu,Billu,0,2009,\N,137,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1240979,tt1240979,6.3,81,tt1240979,movie,Yaariyan,Yaariyan,0,2008,\N,164,"Comedy,Drama,Musical"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1285241,tt1285241,7.1,57374,tt1285241,movie,Don 2,Don 2,0,2011,\N,148,"Action,Crime,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1287847,tt1287847,6.9,438,tt1287847,movie,Mukhbiir,Mukhbiir,0,2008,\N,132,"Crime,Drama,Mystery"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1334254,tt1334254,7.1,1150,tt1334254,movie,Maharathi,Maharathi,0,2008,\N,114,"Crime,Drama,Mystery"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1347510,tt1347510,5.9,14,tt1347510,movie,Baghi,Baghi,0,2006,\N,138,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1396208,tt1396208,4.3,6802,tt1396208,movie,Action Replayy,Action Replayy,0,2010,\N,129,"Comedy,Romance,Sci-Fi"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1441956,tt1441956,6.4,3252,tt1441956,movie,West Is West,West Is West,0,2010,\N,103,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1464549,tt1464549,6.1,85,tt1464549,movie,Life Goes On,Life Goes On,0,2009,\N,120,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1471247,tt1471247,7.3,894,tt1471247,movie,Road to Sangam,Road to Sangam,0,2009,\N,135,"Drama,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt14780982,tt14780982,6.8,8,tt14780982,movie,Rifle Ganj,Rifle Ganj,0,2016,\N,121,"Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1508950,tt1508950,5.6,331,tt1508950,movie,Baabarr,Baabarr,0,2009,\N,180,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1584917,tt1584917,5.2,102,tt1584917,movie,Bolo Raam,Bolo Raam,0,2009,\N,103,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1673411,tt1673411,4.5,216,tt1673411,movie,Kushti,Kushti,0,2010,\N,121,"Comedy,Sport"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1754137,tt1754137,6.0,130,tt1754137,movie,Little Terrors,Little Terrors,0,2014,\N,103,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1942905,tt1942905,4.4,146,tt1942905,movie,Kucch Luv Jaisaa,Kucch Luv Jaisaa,0,2011,\N,105,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2130242,tt2130242,5.9,4562,tt2130242,movie,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,0,2012,\N,130,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2191641,tt2191641,4.1,428,tt2191641,movie,Chaar Din Ki Chandni,Chaar Din Ki Chandni,0,2012,\N,131,"Comedy,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2278422,tt2278422,4.2,858,tt2278422,movie,Kamaal Dhamaal Malamaal,Kamaal Dhamaal Malamaal,0,2012,\N,148,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2531120,tt2531120,6.8,98,tt2531120,movie,Trafficker,Trafficker,0,2015,\N,90,"Action,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2679078,tt2679078,6.3,8,tt2679078,movie,Zinda Dil,Zinda Dil,0,2005,\N,135,Action
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2861320,tt2861320,4.2,1574,tt2861320,movie,Policegiri,Policegiri,0,2013,\N,141,"Action,Comedy,Crime"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2980648,tt2980648,7.3,86648,tt2980648,movie,The Hundred-Foot Journey,The Hundred-Foot Journey,0,2014,\N,122,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt3089920,tt3089920,6.1,130,tt3089920,movie,Jatt Boys Putt Jattan De,Jatt Boys Putt Jattan De,0,2013,\N,136,"Action,Comedy,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt3334348,tt3334348,5.2,529,tt3334348,movie,Heartless,Heartless,0,2014,\N,131,"Drama,Family,Romance"
