primaryName,tconst_x,averageRating,numVotes,titleType,primaryTitle,isAdult,runtimeMinutes
Michael Smith,tt2272630,7.7,8,short,The Plan,0,20
Chris Smith,tt1977894,8.4,1968,tvMovie,Queen: Days of Our Lives,0,120
Chris Smith,tt1373462,8.0,12,movie,Raltat,0,90
David Smith,tt2387720,6.9,17,tvMovie,In the Teeth of Jaws,0,50
Michael Smith,tt1830491,6.0,12867,tvSeries,Austin & Ally,0,23
Chris Smith,tt2137902,7.0,12,tvSpecial,Shark Attack Experiment Live,0,45
Chris Smith,tt2476520,7.9,18,tvSeries,Caught in the Act,0,45
David Smith,tt2416048,7.1,29,movie,Christ Complex,0,76
Michael Smith,tt2499534,7.5,63,short,Spongebob Squarepants 4D Attraction: The Great Jelly Rescue,0,8
David Smith,tt2467442,7.1,1181,movie,K2: Siren of the Himalayas,0,75
David Smith,tt2510620,8.4,388,tvMiniSeries,Order & Disorder,0,60
David Smith,tt2071460,8.5,992,tvMiniSeries,Everything and Nothing,0,60
David Smith,tt1297273,6.9,75,video,Flesh & Blood,0,65
Michael Johnson,tt2301754,5.8,15,short,Realizism,0,31
Michael Johnson,tt2520678,4.7,162,movie,Kaptara,0,94
Michael Johnson,tt12942958,2.3,789,movie,Monster Hunters,0,88
Michael Johnson,tt27834173,5.0,75,movie,The Little Mermaid,0,98
Michael Johnson,tt3883968,5.7,45,movie,Battle Oasis,0,83
Michael Johnson,tt14516188,2.2,924,movie,Ape vs. Monster,0,88
Michael Johnson,tt0834897,3.8,256,video,Bigfoot,0,87
David Smith,tt2346046,6.2,3337,tvSpecial,Amy Schumer: Mostly Sex Stuff,0,61
David Smith,tt2816682,5.8,234,tvSpecial,Kristen Schaal: Live at the Fillmore,0,60
David Smith,tt2514162,6.8,86,tvSpecial,Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,0,60
David Smith,tt1495603,8.5,7,tvSeries,The Train Now Departing,0,30
Michael Johnson,tt1780441,7.8,22649,tvSeries,Portlandia,0,22
Michael Johnson,tt2908620,6.7,13,short,Hi Custodian,0,21
Michael Johnson,tt2872462,6.7,28369,movie,Mistress America,0,84
David Smith,tt0397071,3.8,263,movie,Bazaar Bizarre,0,79
David Smith,tt2544734,4.2,3632,movie,Bullet,0,87
Michael Smith,tt1786751,6.6,10972,movie,CBGB,0,102
Michael Johnson,tt2748544,6.2,122,movie,A Gun & a Ring,0,105
Michael Smith,tt2736666,7.6,1483,tvSeries,The Jeselnik Offensive,0,30
Chris Smith,tt2129304,7.8,1140,tvSeries,Hotel Impossible,0,60
Chris Smith,tt0285335,7.8,15305,tvSeries,The Amazing Race,0,60
Michael Smith,tt0443494,5.6,353,movie,EZ Money,0,86
Chris Smith,tt2458862,5.8,5,movie,Alice and the Monster,0,90
Chris Smith,tt0330958,7.9,679,tvSeries,Taboo,0,45
Chris Smith,tt2886718,4.6,46,movie,The Campground,0,54
Chris Smith,tt3234036,6.3,73,video,Friday the 13th: The Curse of Jason,0,26
Michael Smith,tt3297382,4.2,1714,movie,The Crash,0,84
Michael Smith,tt2961314,7.0,6,short,"Sorry, Charlie",0,10
David Smith,tt0218298,5.7,620,movie,Get Your Stuff,0,93
Michael Johnson,tt2560140,9.1,478554,tvSeries,Attack on Titan,0,24
Michael Johnson,tt0388629,8.9,211684,tvSeries,One Piece,0,24
Chris Smith,tt1032815,5.3,37111,movie,"I Love You, Beth Cooper",0,102
Chris Smith,tt1736049,6.9,1221,movie,A Place at the Table,0,84
Michael Johnson,tt1509004,7.6,9977,tvSeries,Enlightened,0,28
David Smith,tt0853153,7.7,13626,tvMovie,Stuart: A Life Backwards,0,92
Michael Smith,tt1002957,6.6,28,video,Barney: Let's Go to the Farm,0,50
Chris Smith,tt1002957,6.6,28,video,Barney: Let's Go to the Farm,0,50
Michael Smith,tt1505095,8.0,80,tvSeries,Anna & Kristina's Grocery Bag,0,22
Michael Johnson,tt2287229,7.0,304,tvSeries,The Pitch,0,60
Chris Smith,tt2951700,8.3,38,movie,Whoops!,0,90
David Smith,tt0233978,7.0,8,short,The Jews of Winnipeg,0,27
Michael Smith,tt4266074,8.3,23,short,Broken Up,0,8
Michael Smith,tt2180875,8.6,13,tvSeries,Crime Stoppers Case Files: Southern California,0,30
Michael Smith,tt3078924,7.9,20,tvSeries,Crime Stoppers Case Files: Chicago,0,30
Michael Smith,tt3093556,8.0,7,short,Out of Frame,0,40
Michael Smith,tt3022282,7.6,5,tvSeries,Structures,0,30
Michael Smith,tt3099300,6.2,110,movie,Four Seasons,0,90
Chris Smith,tt2818496,7.3,1585,tvSeries,The Awesomes,0,23
Chris Smith,tt7768092,6.6,718,tvSeries,Valley of the Boom,0,60
Chris Smith,tt1365649,8.9,8,movie,Shuya Show,0,47
David Smith,tt3139700,8.2,24,movie,Skanks,0,85
Michael Johnson,tt2298250,7.4,613,tvSeries,Where the Bears Are,0,138
Chris Smith,tt1453245,5.1,5125,movie,Devil's Playground,0,96
Michael Smith,tt10846308,9.6,9,short,Divided We Stand,0,17
Michael Smith,tt2928888,7.4,47,short,Our Father,0,15
Michael Johnson,tt2071648,4.2,1231,movie,Vampire Dog,0,91
Michael Johnson,tt3528666,5.2,3824,video,The Marine 4: Moving Target,0,90
Michael Johnson,tt1655441,7.2,197551,movie,The Age of Adaline,0,112
Michael Johnson,tt2268573,3.5,4245,movie,Stranded,0,84
David Smith,tt3020754,5.0,30,movie,Saint Janet,0,95
Chris Smith,tt3201538,8.9,12,movie,Tomato Republic,0,61
David Smith,tt3235808,5.8,802,short,Lion,0,19
Michael Johnson,tt1119175,7.7,68,tvSeries,Sunday Best,0,60
Michael Smith,tt3252020,6.9,12,movie,A Bridge to a Border,0,89
Michael Smith,tt3252020,6.9,12,movie,A Bridge to a Border,0,89
David Smith,tt3280516,6.4,19,tvMovie,The One and Only Cilla Black,0,90
Chris Smith,tt3283906,6.4,42,movie,"The British Film Industry: Elitist, Deluded or Dormant?",0,101
Michael Smith,tt3258010,5.7,95,short,Double Rainboom,0,29
David Smith,tt3507346,10.0,6,short,Haiti Speaks,0,44
David Smith,tt3209560,4.1,146,movie,Small Town Hero,0,90
Michael Smith,tt3323364,8.6,14,movie,4th Floor of Singapore,0,80
Michael Smith,tt3533254,6.2,110,movie,A Dozen Summers,0,82
David Smith,tt3314696,6.4,44,movie,Webgirl,0,91
David Smith,tt2233778,6.2,10,movie,My Friends,0,140
David Smith,tt3335378,7.7,437,movie,Utopia,0,112
Michael Smith,tt0316809,5.0,71,movie,Tuesday Never Comes,0,94
Michael Smith,tt3471520,5.0,62,movie,Safe Inside,0,91
David Smith,tt3529612,6.4,311,movie,River of Fundament,0,319
David Smith,tt0138228,6.2,1446,tvSeries,Countdown,0,45
David Smith,tt2324215,7.8,79,tvSeries,Dara O Briain: School of Hard Sums,0,40
Michael Johnson,tt3545908,8.1,97,tvSeries,Unsung Hollywood,0,60
Michael Smith,tt0429482,5.7,527,movie,50 Ways of Saying Fabulous,0,90
Chris Smith,tt2089467,7.2,3651,tvSeries,Talking Dead,0,44
Chris Smith,tt5461692,6.7,196,tvSeries,Talking Saul,0,60
Chris Smith,tt5774078,6.6,98,tvSeries,Talking Preacher,0,43
David Smith,tt1988386,8.2,17375,tvSeries,Miss Fisher's Murder Mysteries,0,60
Chris Smith,tt1822210,3.8,55,movie,Devoured: The Legend of Alferd Packer,0,85
Michael Johnson,tt4194954,8.4,12,movie,Home Before the Holiday,0,45
Michael Johnson,tt4194954,8.4,12,movie,Home Before the Holiday,0,45
Chris Smith,tt0473365,4.3,204,movie,I.R.A.: King of Nothing,0,85
David Smith,tt0030565,5.9,124,movie,Peck's Bad Boy with the Circus,0,78
Michael Johnson,tt0287196,4.0,1022,tvSeries,Big Brother,0,25
Michael Johnson,tt5817456,4.5,496,movie,Close Calls,0,129
Michael Johnson,tt4978100,6.0,42,movie,Roman Bickerstaff: The Rise and Fall of an RA,0,88
Michael Johnson,tt1764647,5.3,3267,movie,Shadow People,0,89
Chris Smith,tt3745428,7.7,7,tvShort,Food Truck,0,8
Chris Smith,tt4438848,5.7,128734,movie,Neighbors 2: Sorority Rising,0,92
Chris Smith,tt9076562,6.3,23040,movie,Irresistible,0,101
Chris Smith,tt0429434,7.7,1563,tvSeries,Snapped,0,30
Michael Smith,tt10903388,6.1,74,tvMiniSeries,Calvin Klein: Obsession,0,1
Michael Johnson,tt2584018,6.3,2195,movie,Freedom,0,94
Michael Johnson,tt0169438,7.6,968,tvSeries,Dream Team,0,45
Michael Johnson,tt2231696,5.3,512,tvSeries,Home & Family,0,120
Michael Johnson,tt4563072,7.0,19,movie,Supermoto,0,90
Michael Smith,tt0247882,8.8,7075,tvSeries,Forensic Files,0,30
Chris Smith,tt0112322,6.2,320,movie,All Men Are Liars,0,91
Chris Smith,tt0081561,7.0,338,movie,Stir,0,101
Chris Smith,tt0098275,7.3,43,movie,Sebastian and the Sparrow,0,88
Chris Smith,tt0080310,7.8,14225,movie,Breaker Morant,0,107
David Smith,tt0101115,7.1,2502,tvSeries,Herman's Head,0,30
David Smith,tt3543918,2.9,1209,movie,The Second Coming of Christ,0,92
Michael Johnson,tt0062588,8.7,9381,tvSeries,Mister Rogers' Neighborhood,0,30
Michael Johnson,tt3924312,8.2,11,tvMiniSeries,Come on Down! The Game Show Story,0,60
Michael Smith,tt3300932,5.1,314,movie,Gibby,0,87
Michael Johnson,tt3482296,4.4,15,video,Pretty Woman: A XXX Parody,1,105
Michael Johnson,tt4011010,4.1,1207,movie,Red Billabong,0,113
Michael Smith,tt0838247,5.9,40594,movie,After.Life,0,104
David Smith,tt0131396,5.9,1000,movie,A Fistful of Fingers,0,78
David Smith,tt3120508,3.3,757,video,Alone for Christmas,0,87
Michael Smith,tt3044834,8.2,1348,tvSeries,A Crime to Remember,0,45
Michael Johnson,tt3788052,6.9,2551,movie,Corner Gas: The Movie,0,90
Michael Smith,tt3986180,7.4,32,tvSeries,"Young, Hot & Crooked",0,30
Chris Smith,tt3446060,7.8,7,short,Unbridled Chaos,0,14
Chris Smith,tt2557490,6.1,196117,movie,A Million Ways to Die in the West,0,116
David Smith,tt0432348,6.6,272418,movie,Saw II,0,93
Michael Johnson,tt0432348,6.6,272418,movie,Saw II,0,93
David Smith,tt0228843,6.1,20,short,Shadow House,0,11
Michael Smith,tt4340322,4.8,89,movie,Marvel & ESPN Films Present 1 of 1: Genesis,0,77
Michael Smith,tt4455788,8.2,15,short,Beyond the Wave,0,21
Michael Smith,tt4553542,7.9,271,movie,The Need to Grow,0,96
David Smith,tt0097336,6.5,8920,movie,Fat Man and Little Boy,0,127
David Smith,tt0255868,8.1,114,tvEpisode,Carmen,0,172
Michael Johnson,tt12477816,7.4,98,movie,Pursuit of Freedom,0,95
Michael Johnson,tt4840810,4.6,208,movie,Thy Neighbor,0,99
Michael Johnson,tt5798330,3.5,164,movie,Two Steps from Hope,0,83
Michael Smith,tt4587834,6.2,75,movie,City of Vultures,0,97
Chris Smith,tt6985634,6.7,33,short,Death by Script,0,9
David Smith,tt0200379,4.8,193,tvSeries,Stars in Their Eyes,0,50
David Smith,tt4451292,5.9,14,movie,Grievance Group: The Pardon,0,90
Michael Johnson,tt4067972,8.3,59,tvSeries,Sports Jeopardy!,0,24
Michael Johnson,tt0498613,7.7,48,tvSeries,Murder by the Book,0,60
David Smith,tt4847612,8.2,5,short,Rush 91,0,27
Michael Smith,tt4493898,7.4,5,short,Ride,0,10
Michael Johnson,tt2395219,2.1,2886,tvMovie,Fred 3: Camp Fred,0,81
Michael Johnson,tt4741768,4.1,1713,movie,By Any Means,0,84
David Smith,tt1615075,3.9,4139,movie,Suing the Devil,0,97
Michael Smith,tt10176540,6.5,47,movie,Force to Fear,0,77
Michael Smith,tt4586092,7.7,26,movie,I Had Fun,0,97
David Smith,tt5164664,5.9,108,movie,Aliens & Gufors,0,89
David Smith,tt1454687,7.2,13,short,The Meatman,0,5
Michael Johnson,tt1029360,4.9,60576,movie,Poltergeist,0,93
David Smith,tt0164336,4.0,330,movie,American Kickboxer 2,0,93
David Smith,tt0117915,3.1,522,movie,Timelock,0,96
Michael Smith,tt5645790,6.3,308,tvSeries,Secret Daughter,0,44
Michael Smith,tt6002058,7.4,150,movie,Deep Water: The Real Story,0,87
Michael Smith,tt5170168,3.8,33,movie,Gerardo Ortiz: Como un Sueño,0,78
Michael Johnson,tt1568843,5.4,950,short,Jay and Seth Versus the Apocalypse,0,10
Michael Johnson,tt0106053,7.0,14164,tvSeries,Late Show with David Letterman,0,60
David Smith,tt2860762,7.3,334,tvSeries,The Killer Speaks,0,43
Michael Smith,tt2198333,6.7,941,tvSeries,America's Book of Secrets,0,44
Michael Johnson,tt0825283,3.6,4675,movie,Maximum Ride,0,88
David Smith,tt5334178,8.7,10,short,This Is New Zealand,0,21
Michael Smith,tt5419896,2.8,27,movie,Realms Hunt for the Shadow Man,0,80
David Smith,tt5319596,6.0,30,movie,Something Horrible,0,80
Chris Smith,tt5434216,5.8,326,tvSeries,Married at First Sight UK,0,40
David Smith,tt0495556,7.6,74,tvSeries,Art in the Twenty-First Century,0,58
Michael Johnson,tt3200980,6.6,3745,movie,Where Hope Grows,0,95
Michael Johnson,tt5459324,4.7,376,tvMovie,A Housekeeper's Revenge,0,82
David Smith,tt5513442,5.9,60,tvSeries,Flophouse,0,30
David Smith,tt5659818,7.6,10,tvMovie,Flying Scotsman with Robson Green,0,46
David Smith,tt7338690,4.6,3353,video,The Scorpion King: Book of Souls,0,102
David Smith,tt5518158,2.6,242,movie,Mount Adams,0,94
David Smith,tt11881160,5.6,6506,movie,Gaia,0,96
David Smith,tt5126178,3.1,493,movie,Chasing the Star,0,96
Michael Smith,tt10767092,6.5,41,short,Psycho Path,0,11
Michael Smith,tt5762168,8.2,7,video,Showtime,0,85
Michael Smith,tt5068722,6.9,10,movie,Swim the Channel,0,59
David Smith,tt0364842,7.0,159,tvSeries,Monster House,0,60
David Smith,tt0048845,6.2,2229,tvSeries,As the World Turns,0,60
Michael Johnson,tt5842412,7.9,205,tvMovie,The Sacred City,0,85
Michael Smith,tt5762174,3.5,270,video,Alpha and Omega: Dino Digs,0,47
Chris Smith,tt5892524,6.0,38,movie,SXSW Comedy with Natasha Leggero,0,77
Chris Smith,tt2415718,8.5,24,movie,Transcending Fear: The Story of Gao Zhisheng,0,71
Chris Smith,tt5892724,8.4,169,tvSeries,Full Steam Ahead,0,60
Michael Smith,tt5931582,2.7,26,movie,Paranormal Retreat 2-the Woods Witch,0,66
Chris Smith,tt2978518,6.9,289,tvSeries,Swamp Murders,0,45
Chris Smith,tt1874066,7.8,2770,tvSeries,Paranormal Witness,0,60
Chris Smith,tt0165064,4.0,128,tvSeries,Songs of Praise,0,35
Michael Smith,tt5533938,2.9,280,movie,Cult Girls,0,83
Chris Smith,tt6066090,6.0,9,short,Hell to Pay,0,9
Chris Smith,tt2412568,6.7,1235,movie,Ragamuffin,0,137
Chris Smith,tt4508902,8.7,180807,tvSeries,One Punch Man,0,24
Michael Johnson,tt6098734,4.4,121,movie,Cannibal Corpse Killers,0,100
Michael Smith,tt2906276,7.2,70,movie,Repatriation,0,77
Chris Smith,tt1865573,4.5,3812,movie,Bad Kids Go to Hell,0,91
Michael Smith,tt5900310,7.4,7,short,The Protectors,0,6
Chris Smith,tt6332568,8.6,398,tvSeries,Magic Funhouse!,0,18
Michael Johnson,tt6052206,3.6,148,movie,Professor Mack,0,83
Michael Johnson,tt6057470,9.8,8,short,The Last Visit,0,19
Chris Smith,tt5212488,3.8,142,movie,Transition,0,76
Chris Smith,tt0421099,8.5,3432,tvSeries,Grand Designs,0,50
Chris Smith,tt28620785,7.4,17,tvSeries,Ultimate Wedding Planner,0,60
Michael Smith,tt4574590,9.3,10,short,Det Lyse Mørket,0,23
Michael Smith,tt19785624,7.0,255,movie,The Woman Under the Stage,0,104
Michael Smith,tt7586230,9.6,10,short,Tertium Quid,0,17
Michael Smith,tt7586230,9.6,10,short,Tertium Quid,0,17
David Smith,tt3330720,7.1,1642,tvSeries,The Last Leg,0,45
David Smith,tt1795756,5.9,26,tvSeries,Celebrity Eggheads,0,30
Michael Smith,tt4878612,7.0,4620,tvSeries,Z: The Beginning of Everything,0,27
Chris Smith,tt0295122,6.6,135,tvSeries,Movie Surfers,0,30
David Smith,tt5493706,3.7,5061,video,Death Race 2050,0,93
Michael Smith,tt4193394,6.7,12532,movie,Indignation,0,110
Chris Smith,tt12999606,8.4,22,tvSeries,George Clarke's National Trust Unlocked,0,47
Chris Smith,tt0481440,5.2,392,tvSeries,Britain's Next Top Model,0,45
Chris Smith,tt2388715,6.5,137817,movie,Oculus,0,104
Michael Smith,tt5374594,8.0,10,short,Rueful Warrior,0,15
Michael Johnson,tt1365047,8.0,1467,tvSeries,Who Do You Think You Are?,0,60
Michael Smith,tt6364638,5.1,782,tvMovie,A Wedding Wonderland,0,90
Chris Smith,tt7445510,5.0,449,movie,Oscar Pistorius: Blade Runner Killer,0,90
Chris Smith,tt6843446,3.4,800,movie,Undercover Brother 2,0,84
Chris Smith,tt6554240,8.0,9232,tvSeries,Heels,0,60
Chris Smith,tt10767066,5.2,307,movie,Blast Beat,0,105
David Smith,tt4074304,7.0,1421,movie,Pervert Park,0,77
Chris Smith,tt8350100,6.4,30,movie,The Last Frankenstein,0,102
Chris Smith,tt10767010,3.5,55,movie,Blood Cell,0,83
Chris Smith,tt4674594,7.5,12,movie,Sya,0,90
Michael Johnson,tt6942032,7.3,9,movie,Holding Patterns,0,87
Chris Smith,tt4648556,7.2,278,tvSeries,Impossible Engineering,0,60
Michael Smith,tt0096563,6.9,7008,tvSeries,Cops,0,30
Michael Johnson,tt7139110,8.9,12,movie,Switch,0,49
Michael Smith,tt7121766,6.2,8,short,A Beautiful Silence,0,16
Michael Smith,tt9135240,5.3,10,movie,The Awakening of Lilith,0,83
David Smith,tt7203992,5.8,10,movie,The Red Dream,0,73
Chris Smith,tt0844203,3.7,601,tvSeries,The One Show,0,30
Michael Smith,tt7232928,7.2,197,tvMovie,Olly Alexander: Growing Up Gay,0,60
Michael Johnson,tt1364951,1.7,3709,tvSeries,Toddlers & Tiaras,0,45
Chris Smith,tt6327622,8.5,6,short,Mackenzie,0,18
David Smith,tt7323198,9.0,11,short,In Faith We Grow: The Story of Pasture Valley Children's Home,0,44
David Smith,tt7349602,7.5,5655,tvSeries,The Confession Tapes,0,46
Michael Johnson,tt6133034,8.5,2852,tvMiniSeries,TIME: The Kalief Browder Story,0,258
Michael Smith,tt0077082,6.9,213,tvSeries,The South Bank Show,0,53
Chris Smith,tt1743941,8.1,44,movie,Kill All Redneck Pricks: A Documentary Film about a Band Called KARP,0,89
David Smith,tt7603386,7.1,674,tvSeries,Hot Date,0,20
David Smith,tt7603386,7.1,674,tvSeries,Hot Date,0,20
Chris Smith,tt7635592,7.1,27,tvSpecial,Paul Rodriguez: The Here & Wow,0,75
Chris Smith,tt7635310,5.5,19,tvSpecial,Tom Arnold: Past & Present Imperfectly,0,58
David Smith,tt7662370,6.1,11,tvMovie,Myra: The Making of a Monster,0,72
Michael Smith,tt7326320,5.9,1302,movie,More Beautiful for Having Been Broken,0,111
Michael Johnson,tt0493405,6.0,50246,movie,CHIPS,0,100
Chris Smith,tt2005156,6.1,610,movie,BearCity 2: The Proposal,0,110
Chris Smith,tt6222992,6.4,23,tvSeries,The Garbage Can Man Show,0,1
Chris Smith,tt8647660,6.4,14,tvSeries,Fundamentally Cynical,0,5
Michael Smith,tt3592904,2.3,641,movie,Cross Wars,0,98
Michael Johnson,tt0093616,6.9,84,short,Nice Coloured Girls,0,16
David Smith,tt8017196,7.0,34,tvMovie,Children Who Kill with Susanna Reid,0,46
Michael Smith,tt0363307,5.6,18374,tvSeries,America's Next Top Model,0,42
Michael Smith,tt6493898,7.6,24,tvSeries,Secrets of the National Trust,0,60
David Smith,tt7165516,4.6,47,movie,So Help Us God,0,93
David Smith,tt7165530,6.2,30,movie,Curse of Cactus Jack,0,84
Chris Smith,tt2735544,8.9,763,tvSeries,Aerial America,0,44
Michael Smith,tt7966246,8.9,41,tvSeries,The Ten Doctors,0,47
Chris Smith,tt7490208,6.9,20,movie,50 Years Legal,0,90
David Smith,tt0203947,6.1,10,short,Starblanket,0,27
David Smith,tt0236318,6.9,8,short,I Don't Have to Work That Big,0,28
Michael Johnson,tt8323858,8.8,11,tvSeries,Silenced,0,30
Chris Smith,tt6788644,6.4,5,tvSeries,Reverse Polarity,0,10
David Smith,tt6038042,5.5,2451,movie,Madness in the Method,0,99
Chris Smith,tt4945528,5.9,246,movie,BearCity 3,0,116
Michael Johnson,tt1587934,6.8,4212,tvSeries,American Ninja Warrior,0,40
Michael Smith,tt8408218,5.2,748,movie,The Mercenary,0,91
Michael Smith,tt2353113,8.6,46,tvSeries,Sea Rescue,0,30
David Smith,tt4167720,5.0,3329,movie,The Pack,0,88
