primaryName,tconst_x,averageRating,numVotes,titleType,primaryTitle,isAdult,runtimeMinutes
Michael Smith,tt0133302,8.6,2228,tvSeries,Frontline,0,60
Michael Johnson,tt0270804,6.6,1008,tvSeries,Soccer AM,0,180
Chris Smith,tt0446627,7.9,32,tvSeries,Laura McKenzie's Traveler,0,28
Michael Johnson,tt0287570,7.8,1146,tvSpecial,Monty Python's Flying Circus: Live at Aspen,0,58
Michael Johnson,tt0163507,8.5,45790,tvSeries,Whose Line Is It Anyway?,0,30
Michael Johnson,tt0266449,5.0,84,movie,Deadly Rhapsody,0,95
Michael Smith,tt9296958,7.6,19,tvSeries,Robservations,0,40
David Smith,tt12661314,6.0,276,movie,Far More,0,98
Michael Smith,tt2057880,5.7,870,tvSeries,Watch What Happens Live with Andy Cohen,0,22
Michael Smith,tt2057880,5.7,870,tvSeries,Watch What Happens Live with Andy Cohen,0,22
David Smith,tt0930898,7.1,10,short,The Fragile Skin,0,24
Michael Smith,tt0229332,2.2,296,movie,Demon Cop,0,81
David Smith,tt0138968,5.6,1059,tvSeries,Hollywood Squares,0,30
David Smith,tt0423775,8.3,303,tvSeries,The Worst Jobs in History,0,45
Michael Smith,tt0092677,4.8,1246,movie,Blue Monkey,0,96
Chris Smith,tt7418824,6.6,119,tvSpecial,Felipe Esparza: Translate This,0,66
David Smith,tt0077064,8.2,2153,tvSeries,Prisoner,0,50
David Smith,tt1398028,4.7,830,movie,Locked In,0,85
David Smith,tt0419160,4.4,1529,movie,Spirit Trap,0,91
David Smith,tt0365852,3.2,851,movie,Tooth,0,91
David Smith,tt1517260,5.8,117892,movie,The Host,0,125
David Smith,tt0416449,7.6,852176,movie,300,0,117
David Smith,tt0118956,6.1,40164,movie,Deep Rising,0,106
David Smith,tt0113409,7.1,77602,movie,In the Mouth of Madness,0,95
David Smith,tt0407711,8.1,12,short,Dancer,0,8
David Smith,tt2088893,6.4,1738,movie,Shell,0,91
David Smith,tt0983223,8.0,5,short,"Kissing, Tickling and Being Bored",0,20
David Smith,tt0872245,5.2,740,movie,Better Things,0,93
Michael Johnson,tt0370849,5.6,16,movie,Kings County,0,75
Michael Johnson,tt0412017,9.0,8,short,Undertow,0,12
Michael Johnson,tt0399749,8.0,11,tvSpecial,Test the Nation,0,120
Michael Smith,tt0229908,5.6,30,tvSeries,The Money Programme,0,45
Michael Smith,tt0414726,7.1,11,tvSeries,Cruise Ship,0,30
Michael Smith,tt0420499,8.4,13,short,Andy in Love,0,11
Michael Johnson,tt0425951,7.5,73,video,Demon Hunters: Dead Camper Lake,0,100
Michael Johnson,tt0910999,7.7,19,movie,Eye See Me,0,90
Michael Johnson,tt1584747,5.1,59,movie,The Magnificent Dead,0,91
David Smith,tt0305705,6.5,61,short,Joy,0,10
Chris Smith,tt0408345,5.8,59253,movie,Firewall,0,105
Chris Smith,tt0450345,3.8,70659,movie,The Wicker Man,0,102
Chris Smith,tt1325004,5.1,257174,movie,The Twilight Saga: Eclipse,0,124
Chris Smith,tt0499556,6.2,95642,movie,War,0,103
Michael Smith,tt0184510,6.2,732,movie,Get Bruce,0,82
David Smith,tt0859215,6.0,302,tvSeries,Wicked Wicked Games,0,60
David Smith,tt0462349,5.1,186,movie,Hula Gods,0,83
David Smith,tt0376994,6.6,534603,movie,X-Men: The Last Stand,0,104
David Smith,tt0369359,4.7,2323,movie,Dead Meat,0,80
Michael Smith,tt0080707,5.7,6408,movie,The Exterminator,0,104
Michael Smith,tt0100873,6.9,4147,movie,Vincent & Theo,0,140
Michael Johnson,tt0298814,5.5,106016,movie,The Core,0,135
Michael Johnson,tt0340163,6.5,112994,movie,Hostage,0,113
Michael Johnson,tt0120903,7.3,637754,movie,X-Men,0,104
Michael Johnson,tt0242653,6.7,535962,movie,The Matrix Revolutions,0,129
Michael Smith,tt0372184,5.5,65,video,Brain Blockers,0,82
David Smith,tt0380615,7.3,1774,movie,Paper Clips,0,82
Chris Smith,tt5607614,8.9,11,tvSeries,Dance-Off Juniors,0,30
Chris Smith,tt1811179,8.0,4089,tvSeries,Penn & Teller: Fool Us,0,60
Chris Smith,tt1844181,7.2,549,tvSeries,Tia & Tamera,0,43
Chris Smith,tt1844181,7.2,549,tvSeries,Tia & Tamera,0,43
Chris Smith,tt0446809,7.8,9101,tvSeries,Deadliest Catch,0,55
Chris Smith,tt0491758,6.8,609,tvSeries,Dallas Cowboys Cheerleaders: Making the Team,0,30
Michael Johnson,tt1008046,7.3,44,movie,The Steamroom,0,91
Michael Johnson,tt0199725,7.2,23526,movie,Love & Basketball,0,124
Michael Johnson,tt0120655,7.3,226024,movie,Dogma,0,130
Chris Smith,tt0181776,4.2,109,movie,The Process,0,90
Michael Johnson,tt4118466,7.2,5531,tvSeries,Incorporated,0,43
Michael Johnson,tt0465616,3.3,330,movie,Stagknight,0,79
Chris Smith,tt0469918,6.9,21,short,The Hunger,0,10
Chris Smith,tt1084658,6.2,22,short,2 Naughty Schoolgirls,0,2
Michael Smith,tt1033805,7.2,337,tvSeries,E:60,0,60
Michael Smith,tt0472970,4.6,105,tvSeries,Quite Frankly with Stephen A. Smith,0,60
Michael Johnson,tt1344582,9.4,18,short,Brothers Incorporated,0,22
Chris Smith,tt0092339,7.0,7682,tvSeries,A Different World,0,60
Chris Smith,tt0315466,4.5,361,movie,Day of the Sirens,0,92
Chris Smith,tt8365008,7.0,25,tvSeries,Love in the Countryside,0,60
Michael Johnson,tt0424247,5.1,120,tvMovie,The Love Crimes of Gillian Guess,0,91
Michael Johnson,tt1264881,5.9,153,movie,"Ulybka Boga, ili Chisto odesskaya istoriya",0,117
Chris Smith,tt1252478,7.8,10,video,Davie & Golimyr,0,45
Chris Smith,tt0487891,3.6,276,movie,Day X,0,81
Chris Smith,tt0485902,8.8,15,short,The Fantastic Escape,0,4
Michael Johnson,tt0387117,6.0,1067,movie,Childstar,0,98
Michael Johnson,tt6740188,7.2,279,tvSeries,Sakura Quest,0,24
Michael Johnson,tt0206013,7.1,15478,movie,My Neighbors the Yamadas,0,104
Michael Smith,tt0349470,5.4,13,movie,The Friggin' Mafia Movie,0,86
Michael Smith,tt0092969,6.2,961,movie,Enemy Territory,0,89
Michael Smith,tt0113716,5.7,35,movie,Lucky Punch,0,100
Michael Smith,tt0493456,4.1,296,movie,Soul's Midnight,0,90
Michael Johnson,tt0466669,5.4,1201,movie,Almost Normal,0,90
Michael Johnson,tt0109305,6.3,14886,movie,Blue Chips,0,108
Chris Smith,tt0361226,8.9,59,tvSeries,Portal,0,30
Chris Smith,tt0805338,7.8,36,movie,Two Headed Cow,0,87
David Smith,tt0094416,8.6,2134,tvSeries,American Experience,0,223
David Smith,tt0756349,6.5,15,tvMovie,Superflu: Race Against a Killer,0,52
Chris Smith,tt1081942,4.5,337,movie,Bodyguard: A New Beginning,0,95
Chris Smith,tt0096532,6.6,3157,tvSeries,American Gladiators,0,60
Chris Smith,tt0870209,4.2,590,movie,Underground,0,95
Chris Smith,tt0481509,2.7,798,movie,Displaced,0,99
David Smith,tt0270147,7.1,18,tvSeries,The Mike Walsh Show,0,120
David Smith,tt0243701,7.4,21,tvSeries,The Ernie Sigley Show,0,90
Michael Smith,tt0800183,3.4,130,movie,Dead Write,0,88
Michael Smith,tt0810941,6.8,12,short,The Light,0,10
David Smith,tt0491031,6.5,52,movie,Lincoln and Lee at Antietam: The Cost of Freedom,0,90
Chris Smith,tt0811154,7.6,77,movie,Wetlands Preserved: The Story of an Activist Nightclub,0,93
David Smith,tt0840094,6.6,3266,tvSeries,Five Days,0,300
David Smith,tt1769411,7.9,2837,tvSeries,Accused,0,60
David Smith,tt10889636,7.1,2435,videoGame,The Dark Pictures: Little Hope,0,211
Chris Smith,tt0832320,7.0,203,movie,Trantasia,0,92
Chris Smith,tt0401946,5.1,184,tvSeries,Inked,0,30
Chris Smith,tt1130074,7.7,110,tvSeries,The Baby Borrowers,0,60
Chris Smith,tt1093373,7.2,41,movie,The Last Tomorrow,0,90
Michael Smith,tt1103269,7.8,31,movie,Cornhole: The Movie,0,90
Michael Smith,tt0949430,6.1,53,video,Into the Woods,0,78
Chris Smith,tt1032009,7.6,49,short,The Bet,0,19
Michael Smith,tt0997016,7.8,417,tvSeries,The Circuit,0,312
David Smith,tt0816189,7.5,54,tvSeries,Nerds FC,0,30
Michael Smith,tt1059789,6.2,11,short,First in Line,0,5
Chris Smith,tt1176455,4.3,75,video,"Right Place, Wrong Time",0,90
Chris Smith,tt0193247,8.9,17,movie,James Herriot's Yorkshire,0,75
Chris Smith,tt1757841,2.9,152,movie,Predator: The Quietus,0,91
Chris Smith,tt1757841,2.9,152,movie,Predator: The Quietus,0,91
Chris Smith,tt0489137,7.5,45,movie,The Last Round,0,90
Chris Smith,tt2211248,9.3,53,tvSeries,The London Programme,0,60
Chris Smith,tt0181269,6.9,94,tvSeries,World in Action,0,30
David Smith,tt1118666,8.6,12,short,Departure,0,12
David Smith,tt2409992,8.2,5,short,Killing Woods,0,27
Chris Smith,tt0245674,5.6,92555,movie,Thir13en Ghosts,0,91
David Smith,tt1130087,6.2,503,movie,16 to Life,0,89
David Smith,tt0377107,6.7,45984,movie,Proof,0,100
Michael Smith,tt0100464,4.7,329,movie,Rising Storm,0,95
Michael Smith,tt1421009,5.5,80,tvSeries,Who Wants to Be a Millionaire: Hot Seat,0,60
David Smith,tt0078939,6.4,82,movie,Captain Lust,1,80
David Smith,tt1071246,7.9,496,tvMovie,J.K. Rowling: A Year in the Life,0,60
David Smith,tt7825508,7.1,33,tvMovie,Lucy Worsley: Mozart's London Odyssey,0,59
David Smith,tt7508502,7.6,34,tvMovie,Lucy Worsley: Elizabeth I's Battle for God's Music,0,60
Michael Smith,tt1157644,6.2,22,short,The Funeral,0,9
David Smith,tt10081386,7.6,494,tvSeries,Very Scary People,0,42
David Smith,tt0092322,7.7,2068,tvSeries,Biography,0,60
David Smith,tt0103349,8.1,829,tvSeries,American Justice,0,60
David Smith,tt1319260,7.9,1948,tvSeries,Deadly Women,0,43
Michael Johnson,tt1196615,8.6,7,video,Detention,1,140
Michael Smith,tt1266540,8.6,5,short,Beheading of a Smiling Dog,0,7
Michael Smith,tt1189372,4.3,57,video,The Audience Strikes Back,0,111
Michael Smith,tt1846444,2.2,6245,video,2012: Ice Age,0,91
Michael Smith,tt0489244,3.1,3854,movie,Night of the Living Dead 3D,0,80
Michael Smith,tt1212077,7.4,12,movie,Creative Differences,0,82
David Smith,tt0839188,8.3,17930,tvSeries,Metalocalypse,0,11
David Smith,tt0839188,8.3,17930,tvSeries,Metalocalypse,0,11
David Smith,tt0085010,5.4,172,tvSeries,The Dukes,0,30
Chris Smith,tt1210106,5.3,8797,movie,St Trinian's 2: The Legend of Fritton's Gold,0,106
Chris Smith,tt1215172,7.6,38,movie,We Need to Talk About Kieran,0,100
David Smith,tt0242888,6.5,9086,movie,The Sleeping Dictionary,0,109
Chris Smith,tt1258935,6.4,108,movie,Dreams and Shadows,0,95
Chris Smith,tt1904931,8.1,20,movie,In Search of the Black Knight,0,73
Chris Smith,tt13871364,4.6,123,movie,The Way,0,90
Chris Smith,tt1199472,5.0,101,movie,Heist,0,90
David Smith,tt0359984,4.1,1545,movie,Silence Becomes You,0,88
David Smith,tt1961656,7.8,58,movie,We Are Poets,0,84
David Smith,tt6027344,6.1,476,movie,Mansfield 66/67,0,84
Michael Johnson,tt1283897,6.5,24,short,Ending the Eternal,0,14
Chris Smith,tt1274277,8.5,32,movie,Truly Blessed,0,96
Michael Smith,tt0354333,7.9,634,tvSeries,Secrets of the Dead,0,56
Michael Smith,tt0441831,8.2,19,tvSeries,Naked Planet,0,60
Chris Smith,tt0235048,4.8,1035,movie,Wicked Spring,0,102
David Smith,tt0443706,7.7,583810,movie,Zodiac,0,157
Chris Smith,tt0463399,6.5,1245,tvSeries,E! True Hollywood Story,0,60
Chris Smith,tt1882639,2.9,16,tvSeries,Jansing & Co.,0,60
David Smith,tt0972412,6.8,28432,tvSeries,Private Practice,0,60
Michael Johnson,tt1300155,6.4,1675,movie,Alabama Moon,0,99
Chris Smith,tt1641845,7.2,5,video,Young Producers,0,84
Chris Smith,tt1545503,4.8,13,movie,The Pizza Delivery Massacre,0,90
David Smith,tt0406412,6.8,23,tvSeries,Food & Drink,0,30
Michael Smith,tt0406412,6.8,23,tvSeries,Food & Drink,0,30
Michael Smith,tt15339456,7.7,23897,movie,Marcel the Shell with Shoes On,0,90
Michael Smith,tt0443649,5.1,134609,movie,"10,000 BC",0,109
David Smith,tt0265688,5.9,17,movie,Sametová kocovina,0,150
David Smith,tt1262921,7.8,26,short,Legacy,0,15
David Smith,tt1158237,7.3,7,movie,The Course,0,81
Michael Smith,tt1351257,7.1,20,short,Trafficking,0,15
Michael Smith,tt1119186,4.6,397,movie,The Hustle,0,97
David Smith,tt2090474,9.0,11,short,Charlie Christmas: Corndogs and Justice,0,10
David Smith,tt2119555,8.2,37,movie,The Unusual Calling of Charlie Christmas,0,108
Michael Johnson,tt1357005,8.9,22,short,The Booby Trap,0,10
Chris Smith,tt1344878,8.2,5,short,Thor's Hammer,0,22
David Smith,tt1425240,8.7,24,short,Mr. and Mrs. Pratt,0,7
David Smith,tt1496864,8.7,9,movie,Shades of Alex Gray,0,74
Michael Smith,tt1376178,6.4,14,short,Dr Who: The Wrath of Eukor,0,30
Michael Smith,tt0092438,7.2,101,tvSeries,Rockliffe's Babies,0,50
David Smith,tt1370235,6.0,12,short,Little Minx Exquisite Corpse: Waffles for Breakfast,0,9
Michael Smith,tt1370235,6.0,12,short,Little Minx Exquisite Corpse: Waffles for Breakfast,0,9
Chris Smith,tt2070738,7.9,54,movie,Meeting Place,0,87
Chris Smith,tt2008673,8.9,8,short,Til Death,0,10
Michael Smith,tt0486259,6.4,4222,movie,American Teen,0,95
David Smith,tt1781769,6.6,105137,movie,Anna Karenina,0,129
David Smith,tt1032755,7.2,262262,movie,RocknRolla,0,114
David Smith,tt0795421,6.5,266552,movie,Mamma Mia!,0,108
David Smith,tt1707386,7.5,342050,movie,Les Misérables,0,158
David Smith,tt1284028,7.4,2175,movie,Love the Beast,0,92
David Smith,tt0380070,5.0,219,movie,Night Corridor,0,73
Michael Johnson,tt0075492,7.0,1044,tvSeries,Citizen Smith,0,30
Chris Smith,tt1522879,7.1,50,tvMovie,When Boris Met Dave,0,90
Chris Smith,tt1372701,5.2,10,tvMovie,The Real Italian Job: James Martin's Mille Miglia,0,60
Chris Smith,tt1291118,6.2,214,tvMovie,Consuming Passion,0,86
Chris Smith,tt1001465,7.8,103,tvSeries,Extraordinary People,0,60
Michael Smith,tt0107292,5.6,1761,video,Just One of the Girls,0,91
Michael Johnson,tt1470691,8.6,13,movie,The Kings,0,129
Michael Johnson,tt1828294,5.4,34,tvSpecial,Spike TV VGA Video Game Awards,0,120
Michael Johnson,tt3534542,8.6,205,tvSpecial,The Night That Changed America: A Grammy Salute to the Beatles,0,150
Michael Johnson,tt3488436,6.6,188,tvSpecial,The 56th Annual Grammy Awards,0,210
Michael Smith,tt1118299,7.0,58,tvSeries,Revealed,0,60
Michael Smith,tt4332440,8.6,10,tvSeries,World War One at Home,0,30
Michael Smith,tt2491866,7.9,100,tvMovie,Code-Breakers: Bletchley Park's Lost Heroes,0,60
Michael Smith,tt0360715,6.5,229,tvMovie,Killing Hitler,0,90
Chris Smith,tt1460646,2.7,299,movie,Red Herring,0,91
Chris Smith,tt1592876,4.5,722,movie,Score: A Hockey Musical,0,93
David Smith,tt1672169,7.0,32,movie,Demonica's Reign,0,90
David Smith,tt1396401,5.3,438,tvSeries,Past Life,0,60
David Smith,tt1592849,7.6,11,short,Civil,0,20
Michael Smith,tt1074194,7.7,339,movie,William Kunstler: Disturbing the Universe,0,85
Michael Johnson,tt0970965,7.0,254,video,Two Days in April,0,90
Michael Smith,tt0081838,6.9,1266,tvSeries,Butterflies,0,30
Michael Johnson,tt1513887,8.7,7,short,Save the Skeet,0,12
Michael Smith,tt1533738,7.7,52,short,Ingelore,0,40
Michael Smith,tt1542613,9.0,11,video,Christie,0,3
Michael Smith,tt1540971,8.2,7,short,Light and Dark,0,10
Michael Johnson,tt1500290,7.4,11,video,The Family Hour,0,83
Michael Smith,tt0357870,7.8,16,tvShort,Lost Cat,0,7
Chris Smith,tt14115912,7.7,3277,tvSeries,Blue Period,0,24
Chris Smith,tt0421463,6.3,2068,tvSeries,TNA iMPACT! Wrestling,0,120
Michael Johnson,tt2056692,4.1,861,movie,Adventures of Serial Buddies,0,91
Michael Johnson,tt1667328,8.6,7,short,Prom Date,0,15
Michael Johnson,tt1754349,6.6,15,short,Photographia,0,3
Michael Johnson,tt1587329,8.5,11,short,The Darkroom,0,26
Michael Smith,tt1590261,7.9,9,short,A`ynan,0,11
Chris Smith,tt0101090,3.8,9,tvSeries,Emergency Call,0,30
Michael Johnson,tt1572500,7.0,71,tvSeries,Private Chefs of Beverly Hills,0,60
Chris Smith,tt1615084,7.4,57,movie,The City,0,72
David Smith,tt1630608,5.1,39,movie,Pay in Full,0,99
David Smith,tt1649014,6.3,21,short,Janus,0,13
David Smith,tt1649014,6.3,21,short,Janus,0,13
David Smith,tt0084652,4.9,1343,movie,The Seduction,0,104
David Smith,tt0084472,4.0,3008,movie,Parasite,0,85
Chris Smith,tt1636540,8.3,16,short,Love Memo,0,11
Michael Johnson,tt1010387,5.8,786,tvMovie,Céline,0,90
Michael Johnson,tt1955311,7.8,4532,tvSeries,Bomb Girls,0,60
David Smith,tt0420403,7.0,118,tvSeries,F2: Forensic Factor,0,60
David Smith,tt10155470,7.1,205,tvSeries,Paranormal 911,0,42
Michael Johnson,tt1666187,3.0,987,movie,Jurassic Predator: Xtinction,0,90
Michael Johnson,tt2065997,7.8,9,short,Life Mission,0,9
Michael Johnson,tt1705113,6.1,883,movie,"Joshua Tree, 1951: A Portrait of James Dean",0,93
Michael Johnson,tt1732509,8.1,13,short,A Fallen Angel,0,15
Michael Johnson,tt1692500,7.1,23,movie,The Scrapper,0,90
David Smith,tt0095274,6.6,2233,movie,A Handful of Dust,0,118
David Smith,tt0083630,6.2,24723,movie,The Beastmaster,0,118
David Smith,tt0092575,3.0,346,movie,Appointment with Fear,0,96
Michael Smith,tt1185431,6.5,9335,movie,My One and Only,0,108
Michael Smith,tt1130884,8.2,1416400,movie,Shutter Island,0,138
Michael Johnson,tt0159752,2.8,534,movie,Shepherd,0,90
Michael Smith,tt3499990,5.7,8,short,Fly with the RAF,0,20
Michael Johnson,tt1290400,4.5,2720,movie,Double Identity,0,97
Michael Smith,tt1441940,7.2,14833,movie,Broken,0,91
Michael Smith,tt0808244,6.6,22230,movie,Easy Virtue,0,97
Michael Smith,tt6193408,6.8,15179,movie,A Shaun the Sheep Movie: Farmageddon,0,86
Michael Smith,tt6811018,6.1,18278,movie,The Kid Who Would Be King,0,120
Michael Johnson,tt9246600,7.9,145,tvSeries,UFC on ESPN,0,180
Michael Johnson,tt0445912,7.8,3203,tvSeries,The Ultimate Fighter,0,60
Michael Smith,tt1273222,7.6,1746,movie,These Amazing Shadows,0,88
Michael Johnson,tt1735333,6.0,7,short,Cross,0,22
David Smith,tt1633314,7.8,13,short,Awakening,0,17
David Smith,tt1728979,3.4,1217,movie,Mercenaries,0,97
David Smith,tt1739154,8.2,35,short,All Fried Up,0,12
David Smith,tt11666128,4.2,360,movie,Potter's Ground,0,100
David Smith,tt1742175,8.0,8,movie,Southland of the Heart,0,100
David Smith,tt1743982,7.7,15,short,Victor James,0,42
David Smith,tt1764686,5.2,13,tvMovie,The Real Vampire Files,0,45
Michael Smith,tt0380086,5.4,1099,tvSeries,Anderson Cooper 360°,0,120
Michael Johnson,tt1281109,6.6,12,short,The Box,0,9
David Smith,tt2728044,7.5,16,tvMovie,Gambling Addiction & Me: The Real Hustler,0,57
David Smith,tt3363346,7.9,481,tvMiniSeries,She-Wolves: England's Early Queens,0,60
David Smith,tt0353049,8.8,70387,tvSeries,Chappelle's Show,0,22
Michael Johnson,tt2302085,4.7,400,tvSeries,Restaurant Stakeout,0,60
Michael Johnson,tt2806790,6.4,12,movie,Transfusion,0,48
Chris Smith,tt1807963,8.0,110,video,Waiting for Santa,0,45
Chris Smith,tt1825671,6.8,64,video,Campfire Sing-Along,0,35
Chris Smith,tt1791463,6.6,65,video,Barney Goes to School,0,30
Chris Smith,tt0947810,6.8,141688,movie,Green Zone,0,115
Chris Smith,tt1808477,4.4,2066,movie,Skew,0,83
Michael Smith,tt3054868,5.2,32,movie,Constraint,0,113
Michael Smith,tt3054868,5.2,32,movie,Constraint,0,113
Michael Smith,tt1820404,3.5,29,movie,Bone Cave,0,89
Michael Johnson,tt1520605,6.4,630,tvSeries,Life on Top,0,30
Michael Johnson,tt0059427,4.7,140,movie,Espionage in Tangiers,0,98
Michael Johnson,tt1836224,7.1,13,movie,Wingman,0,76
David Smith,tt1643266,7.1,12265,tvSeries,Ancient Aliens,0,42
David Smith,tt0206501,8.7,3005,tvSeries,Nova,0,60
David Smith,tt0206501,8.7,3005,tvSeries,Nova,0,60
David Smith,tt1843154,6.4,9,short,Fixing Luka,0,12
Michael Johnson,tt3165162,8.1,13,short,Animals,0,12
Chris Smith,tt1865407,5.0,32,movie,Inspired: The Voices Against Prop 8,0,89
David Smith,tt0757856,6.6,31,tvMovie,The Adventures of Huckleberry Finn,0,46
Michael Smith,tt1462059,7.1,92337,tvSeries,Falling Skies,0,42
Michael Smith,tt1119644,8.4,254404,tvSeries,Fringe,0,46
Michael Smith,tt4945640,5.1,45,movie,911: Officer Down,0,85
Michael Smith,tt3107288,7.5,364946,tvSeries,The Flash,0,43
David Smith,tt0076620,4.7,126,movie,Zhong lie Jing wu men,0,96
Michael Johnson,tt1559033,4.5,5097,movie,Prowl,0,84
Chris Smith,tt1757944,4.0,288,video,Princess and the Pony,0,88
David Smith,tt0108961,8.5,1708,tvSeries,Time Team,0,55
David Smith,tt1842562,7.8,223,tvSeries,A History of Ancient Britain,0,60
Michael Johnson,tt9046574,7.0,3042,tvMovie,ReMastered: Devil at the Crossroads,0,48
David Smith,tt3024124,7.6,8,short,Behind Me,0,10
Michael Smith,tt1927172,4.9,812,movie,"Y/N: You Lie, You Die",0,102
Michael Smith,tt5034326,8.1,7352,tvSeries,Adam Ruins Everything,0,30
Michael Johnson,tt0838147,6.1,289,tvSeries,Work Out,0,60
Michael Johnson,tt1949098,8.5,10,tvSeries,Which Way,0,8
Michael Smith,tt0109053,6.7,3210,tvMovie,Against the Wall,0,111
Michael Smith,tt0208098,7.2,34,movie,Divided Highways: The Interstates and the Transformation of American Life,0,87
Michael Johnson,tt1961314,8.4,8,movie,Finding Her Way Home,0,75
Michael Johnson,tt2326574,5.3,2989,movie,The Identical,0,107
David Smith,tt0262152,5.3,414,tvSeries,Breakfast,0,180
David Smith,tt0262152,5.3,414,tvSeries,Breakfast,0,180
David Smith,tt0775400,7.9,3310,tvMiniSeries,Snuff Box,0,30
David Smith,tt1847328,7.3,59,tvSeries,Pixelface,0,30
David Smith,tt0115237,6.9,455,tvSeries,L.A. Heat,0,50
David Smith,tt0993012,7.4,73,tvMovie,National Geographic: The Incredible Human Body,0,60
Michael Smith,tt1633245,6.7,678,tvMovie,Sisters of War,0,95
Chris Smith,tt6744198,8.0,1047,tvSeries,Seven Bucks Digital Studios,0,11
Michael Johnson,tt0808368,6.4,261,tvMovie,McBride: Semper Fi,0,90
Chris Smith,tt1694423,7.2,9648,tvSeries,MasterChef USA,0,42
Chris Smith,tt4175634,7.1,476,tvSeries,Barely Famous,0,21
David Smith,tt0163935,7.6,7,tvSeries,Flesh and Blood,0,50
David Smith,tt0080454,6.8,48,movie,Blue Suede Shoes,0,97
David Smith,tt0103569,5.3,10847,tvSeries,The Tonight Show with Jay Leno,0,62
Michael Johnson,tt0103569,5.3,10847,tvSeries,The Tonight Show with Jay Leno,0,62
Chris Smith,tt0217229,8.5,3280,tvSeries,Louis Theroux's Weird Weekends,0,60
Michael Johnson,tt0428251,4.6,10703,movie,Venom,0,87
David Smith,tt0199257,7.2,585,tvSeries,Panorama,0,40
David Smith,tt6428174,7.4,17,short,The Red Cape,0,39
Michael Smith,tt1489432,3.7,988,tvSeries,Lopez Tonight,0,60
Michael Johnson,tt1869016,7.3,21,tvSeries,That Movie Show,0,6
David Smith,tt1322264,5.6,545,movie,The Dry Land,0,92
David Smith,tt2069839,8.5,9,movie,Giorgio Bush and the B-people,0,87
Michael Smith,tt2009519,7.3,44,movie,Mary's Buttons,0,111
Chris Smith,tt0318913,7.8,12280,tvSeries,Teenage Mutant Ninja Turtles,0,30
Chris Smith,tt4815122,6.2,42000,movie,Time Trap,0,87
Michael Johnson,tt5872732,7.2,83,tvSeries,Religion of Sports,0,60
Michael Smith,tt1148165,6.2,1994,movie,Bran Nue Dae,0,85
David Smith,tt2084978,8.1,9,movie,The Soft Touch,0,125
Michael Johnson,tt0088993,7.1,73362,movie,Day of the Dead,0,101
Michael Johnson,tt1323045,6.2,79239,movie,Frozen,0,93
Michael Johnson,tt0822827,2.5,1186,tvMovie,Lightspeed,0,90
Michael Johnson,tt0493382,6.2,35,tvSeries,TV One on One,0,60
David Smith,tt2168389,8.3,11,tvSeries,Crime Stoppers Case Files: Northeast Ohio,0,30
Chris Smith,tt1966604,7.5,49877,movie,The Imposter,0,99
Chris Smith,tt2251106,6.0,90,movie,A Devil's Game,0,121
Chris Smith,tt2170513,8.9,85,short,Most Wanted,0,12
Michael Johnson,tt1675192,7.3,106164,movie,Take Shelter,0,121
David Smith,tt5461944,7.6,69150,movie,Hotel Mumbai,0,123
David Smith,tt4068576,7.3,34496,movie,The Nightingale,0,136
David Smith,tt3758172,6.7,61802,movie,Jungle,0,115
David Smith,tt6292852,6.7,97536,movie,I Am Mother,0,113
David Smith,tt8579674,8.2,653656,movie,1917,0,119
David Smith,tt1226753,6.8,71319,movie,The Debt,0,113
Michael Johnson,tt2919200,4.9,24,movie,Bald Knobber,0,177
David Smith,tt0077620,4.1,271,movie,Goin' Coconuts,0,96
David Smith,tt0075507,7.5,53,tvSeries,The Fitzpatricks,0,60
David Smith,tt2149182,8.7,12,short,Fertility 2.0,0,11
Michael Johnson,tt2717270,7.7,83,short,John Henry and the Railroad,0,22
Michael Johnson,tt2330917,8.3,20,short,Jack and the Dustbowl,0,20
Michael Johnson,tt2144820,4.5,130,movie,Stand Your Ground,0,107
Michael Johnson,tt2014271,6.2,99,movie,Laughing at the Moon,0,116
Michael Johnson,tt2979872,8.2,5,short,Valiant,0,16
David Smith,tt2404795,1.4,9,short,Dinner at My Place,0,6
David Smith,tt2332859,6.6,15,short,The Trouble with Alexander,0,9
Michael Smith,tt2401579,5.4,113,movie,And Then YOU Die!,0,86
David Smith,tt2178138,6.7,11,short,Recalculating,0,17
David Smith,tt3149982,6.4,30,short,Because These Kids Are...,0,6
David Smith,tt1422136,6.2,30442,movie,A Lonely Place to Die,0,99
Michael Smith,tt1730698,7.5,719,tvMovie,Shackleton's Captain,0,52
Chris Smith,tt2023441,8.8,8,movie,Confessions of a Self-Hating Jew,0,90
David Smith,tt0069888,5.4,571,movie,Class of '44,0,95
Chris Smith,tt3109222,7.9,16,movie,Artisse,0,60
Chris Smith,tt3249612,5.2,74,movie,"Sex, Marriage and Infidelity",0,110
Chris Smith,tt2817548,3.6,69,movie,The Shadow Behind You,0,99
Chris Smith,tt2213934,7.2,22,short,210 Killer,0,19
Michael Johnson,tt2129929,9.0,6,short,Boob Grazing,0,6
Michael Johnson,tt2236106,7.6,9,movie,Death as Life,0,70
Michael Johnson,tt2265088,7.3,54,movie,Gold Fools,0,80
Michael Johnson,tt1809909,2.7,666,tvSeries,Piers Morgan Live,0,60
David Smith,tt2313496,6.3,8,short,Defining Fay,0,10
